"Record ID","Survey Identifier","Survey Timestamp","Participant classification","Please enter your classification",College,"Main department","Main department","Please write down your main department",Gender,Race/Ethnicity,"Please enter your ethnicity","What type of computer user are you?","My primary computer is a","What year was your computer purchased?","What is the size of your computer screen?","The screen size of your computer","Do you have a warranty on your computer?","Warranty on your computer","Do you have a webcam?","How would you rate your computer?","What model is your computer?","Computer model","Computer ownership","Computer ownership","What is the operating system that you use?","Operating system","Operating system version","Operating system version","Computer processor","Please write your computer processor","Computer memory size (RAM)","Computer hard disk","Current size of your data in the computer's hard disk","Do you backup the data from your computer?","What backup method do you use?","Brand of external back-up disk","Please write down the brand of external back-up disk","Brand of cloud","Please write down the brand of your cloud back-up","Backup frequency","Have you set up automatic backups?","Have you experienced a catastrophic loss of data in the last three years?","Are you familiar with the UH Microsoft 365 OneDrive for automated, incremental backups?","Do you have a secondary computer device?","Is it synced with your primary computer device?","Do you have a smartphone?","Smartphone brand","Please write down the name of your smartphone","Smartphone model","Please write down the model of your smartphone","Do you have a smartwatch?","Smartwatch brand","Please write down the name of your smartwatch","Smartwatch model","Please write down the model of your smartwatch","What is your preferred course delivery format for courses in the Fall 2020 semester?","How confident do you feel installing and configuring software (docker containers, VPN, backup software, and others) by yourself on your computer?","Speed of your home Internet","Given your online course experience from Spring 2020, how reliable has your Internet connectivity been overall?","If you were provided adequate IT support to setup your primary computers with needed coursework software, how likely would you use the on campus Computer Labs in a future semester?","Would it be beneficial for IT personnel to have office hours (like a help desk) to assist you with with course-related software issues, general computer systems issues, and other related challenges?",Complete?
908,,"2020-07-27 16:55:45",Senior,,"College of Liberal Arts and Social Sciences",,"Jack J. Valenti School of Communication",,Female,White,,"Standard User [document writing/email/web]",Laptop,2017,13'',,No,,"Built-in to my computer",Good,"Apple Macbook Pro",,Own,,"Mac OS",,Mojave,,"Intel Core i5",,"8 GB","256 GB","100 GB - 500 GB",Yes,Both,WD,,"Apple iCloud",,Other,No,No,Yes,No,,Yes,iPhone,,Other,"iPhone 7",No,,,,,"Fully Online","Moderately confident","> 500 Mbps",Good,"Very unlikely",Yes,Complete
909,,"2020-07-27 16:52:42",Senior,,"College of Liberal Arts and Social Sciences",,"Jack J. Valenti School of Communication",,Female,"African American",,"Standard User [document writing/email/web]",Laptop,2015,13'',,No,,"Built-in to my computer",Average,"Apple Macbook Pro",,Own,,"Mac OS",,Catalina,,Other,"unsure ","16 GB","128 GB","< 100 GB",No,,,,,,,,No,Yes,No,,Yes,iPhone,,"iPhone X Series",,No,,,,,"Fully Online","Not confident","100 - 300 Mbps",Good,"Somewhat likely",Yes,Complete
910,,"[not completed]",Freshman,,"College of Liberal Arts and Social Sciences",,Psychology,,Female,Hispanic,,"Standard User [document writing/email/web]",Laptop,2020,14'',,No,,"Built-in to my computer",Good,"Microsoft Surface",,Own,,"Windows OS",,"Windows 10 Pro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
911,,"2020-07-27 16:55:52",Senior,,"College of Liberal Arts and Social Sciences",,Economics,,Male,White,,"Power User [... plus programming/analytics]",Laptop,2018,15'',,No,,"Built-in to my computer",Excellent,Other,"MSI GS70 Stealth Pro ",Own,,"Windows OS",,"Windows 10 Pro",,"Intel Core i9",,"16 GB","1 TB","100 GB - 500 GB",Yes,Both,Seagate,,Other,"Both Google & Microsoft ",Daily,Yes,No,Yes,Yes,No,Yes,Samsung,,"Samsung Galaxy",,Yes,Samsung,,"Samsung Galaxy Watch",,"Fully Online","Very confident","> 500 Mbps",Excellent,"Very unlikely",Maybe,Complete
912,,"2020-07-27 16:58:45","Post-Baccalaureate (second degree)",,"College of Liberal Arts and Social Sciences",,"Communication Sciences and Disorders",,Female,"African American",,"Standard User [document writing/email/web]",Laptop,2011,15'',,No,,"Built-in to my computer",Fair,"Dell Inspiron 5000",,Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i5",,"32 GB","> 1 TB","100 GB - 500 GB",No,,,,,,,,No,Yes,No,,Yes,Samsung,,"Samsung Galaxy",,Yes,Fitbit,,"Fitbit Versa",,Hybrid/Blended,"Not confident","300 - 500 Mbps",Fair,"Very unlikely",No,Complete
913,,"2020-07-27 16:55:36",Senior,,"College of Natural Sciences and Mathematics","Biology and Biochemistry",,,Male,White,,"Standard User [document writing/email/web]",Laptop,2015,14'',,No,,"Built-in to my computer",Average,"Microsoft Surface",,Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i5",,"8 GB","128 GB","< 100 GB",No,,,,,,,,Yes,No,No,,Yes,iPhone,,Other,"iPhone 6",No,,,,,Face-to-Face,"Moderately confident","100 - 300 Mbps",Fair,"Somewhat unlikely",Maybe,Complete
914,,"[not completed]","Doctoral Student (PhD)",,"College of Liberal Arts and Social Sciences",,Psychology,,Female,White,,"Power User [... plus programming/analytics]",Laptop,2017,13'',,No,,"Built-in to my computer",Good,"Apple Macbook Air",,Own,,"Mac OS",,Catalina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
915,,"[not completed]",Senior,,"College of Liberal Arts and Social Sciences",,"Political Science",,Male,Hispanic,,"Standard User [document writing/email/web]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
916,,"2020-07-27 16:58:06",Junior,,"College of Liberal Arts and Social Sciences",,Psychology,,Female,Hispanic,,"Standard User [document writing/email/web]",Tablet,2020,13'',,"1 year",,"Built-in to my computer",Good,Other,"iPad Pro 2020",Own,,Other,"iPad OS",Other,13.5.1,Other,Idk,"> 32 GB","128 GB","< 100 GB",Yes,Cloud,,,"Google Drive",,Daily,No,No,No,Yes,Yes,Yes,iPhone,,Other,"iPhone 7",No,,,,,"Fully Online","Somewhat confident","< 100 Mbps",Fair,"Very likely",Yes,Complete
917,,"2020-07-27 16:56:51","Masters Student (MS)",,"College of Liberal Arts and Social Sciences",,Other,"Athletic Training ",Male,White,,"Standard User [document writing/email/web]",Laptop,2019,13'',,"1 year",,"Built-in to my computer",Excellent,"Microsoft Surface",,Own,,"Windows OS",,"Windows 10 Pro",,"Intel Core i7",,"8 GB","256 GB","< 100 GB",No,,,,,,,,No,No,Yes,No,Yes,iPhone,,"iPhone X Series",,Yes,"Apple Watch",,Other,"Gen 1",Face-to-Face,"Moderately confident","100 - 300 Mbps",Good,"Neither likely nor unlikely",Maybe,Complete
918,,"2020-07-27 17:05:31",Senior,,"College of Liberal Arts and Social Sciences",,Psychology,,Female,Hispanic,,"Standard User [document writing/email/web]",Laptop,2020,15'',,"3 year",,"Built-in to my computer",Excellent,Other,"HP Envy",Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i7",,"16 GB","256 GB","500 GB - 1 TB",Yes,Cloud,,,"Apple iCloud",,Weekly,Yes,No,Yes,No,,Yes,iPhone,,Other,"iPhone 11 Pro Max",Yes,"Apple Watch",,"Apple Watch 3",,"Fully Online",Neutral,"300 - 500 Mbps",Average,"Somewhat unlikely",Maybe,Complete
919,,"2020-07-27 16:58:31",Junior,,"College of Liberal Arts and Social Sciences",,History,,Female,Hispanic,,"Standard User [document writing/email/web]",Laptop,2020,14'',,No,,"Built-in to my computer",Good,Other,"Hp ",Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i7",,"8 GB","128 GB","< 100 GB",No,,,,,,,,No,Yes,Yes,Yes,Yes,iPhone,,Other,"6s plus",Yes,"Apple Watch",,"Apple Watch 3",,Hybrid/Blended,"Moderately confident","300 - 500 Mbps",Good,"Neither likely nor unlikely",Maybe,Complete
920,,"2020-07-27 17:00:47",Sophomore,,"College of Liberal Arts and Social Sciences",,Economics,,Male,"International (visa holders)",,"Standard User [document writing/email/web]",Laptop,2017,17'',,No,,"Built-in to my computer",Average,Other,HP,Own,,"Windows OS",,"Windows 10 Pro",,"Intel Core i5",,"16 GB","128 GB","100 GB - 500 GB",Yes,Cloud,,,"Microsoft OneDrive",,Weekly,Yes,Yes,Yes,Yes,Yes,Yes,iPhone,,"iPhone X Series",,Yes,"Apple Watch",,"Apple Watch 3",,Face-to-Face,"Somewhat confident","300 - 500 Mbps",Average,"Somewhat likely",Maybe,Complete
921,,"2020-07-27 17:02:11",Junior,,"College of Liberal Arts and Social Sciences",,"Jack J. Valenti School of Communication",,Female,White,,"Standard User [document writing/email/web]",Laptop,2020,13'',,No,,"Built-in to my computer",Excellent,"Apple Macbook Air",,Own,,"Mac OS",,Catalina,,"Intel Core i5",,"8 GB","128 GB","100 GB - 500 GB",Yes,Cloud,,,"Apple iCloud",,Daily,Yes,No,Yes,Yes,Yes,Yes,iPhone,,"iPhone X Series",,Yes,"Apple Watch",,"Apple Watch 3",,"Fully Online",Neutral,"300 - 500 Mbps",Good,"Very unlikely",Yes,Complete
922,,"2020-07-27 17:02:12",Freshman,,"College of Liberal Arts and Social Sciences",,Other,"Liberal studies",Male,White,,"Standard User [document writing/email/web]",Laptop,2019,13'',,No,,"Built-in to my computer",Excellent,"Dell Inspiron 3000",,Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i7",,"32 GB","256 GB","500 GB - 1 TB",Yes,Cloud,,,"Apple iCloud",,Monthly,Yes,No,No,No,,Yes,iPhone,,"iPhone X Series",,Yes,"Apple Watch",,"Apple Watch 5",,Hybrid/Blended,"Moderately confident","100 - 300 Mbps",Average,"Neither likely nor unlikely",Yes,Complete
923,,"2020-07-27 17:01:48",Senior,,"College of Liberal Arts and Social Sciences",,History,,Male,Hispanic,,"Standard User [document writing/email/web]",Laptop,2018,15'',,No,,"Built-in to my computer",Excellent,Other,"MSI GL63",Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i7",,"16 GB","> 1 TB","100 GB - 500 GB",No,,,,,,,,No,Yes,Yes,Yes,Yes,Samsung,,"Samsung Galaxy",,No,,,,,"Fully Online","Very confident","< 100 Mbps",Excellent,"Somewhat unlikely",Yes,Complete
924,,"2020-07-27 17:05:32",Junior,,"College of Liberal Arts and Social Sciences",,"Health and Human Performance",,Male,Hispanic,,"Standard User [document writing/email/web]",Laptop,2018,13'',,No,,"Built-in to my computer",Good,"Apple Macbook Air",,Own,,"Mac OS",,"High Sierra",,"Intel Core i5",,"8 GB","256 GB","< 100 GB",No,,,,,,,,No,No,No,,Yes,iPhone,,Other,"iPhone SE",No,,,,,Face-to-Face,"Moderately confident","< 100 Mbps",Poor,"Very unlikely",No,Complete
925,,"2020-07-27 17:05:05",Senior,,"College of Liberal Arts and Social Sciences",,"Health and Human Performance",,Female,Hispanic,,"Standard User [document writing/email/web]",Laptop,2015,13'',,No,,"Built-in to my computer",Good,"Apple Macbook Pro",,Own,,"Mac OS",,Catalina,,"Intel Core i5",,"16 GB","1 TB","100 GB - 500 GB",Yes,"External backup disk",Seagate,,,,Other,No,No,No,No,,Yes,iPhone,,"iPhone 8",,Yes,"Apple Watch",,"Apple Watch 3",,Hybrid/Blended,"Somewhat confident","300 - 500 Mbps",Good,"Very unlikely",Maybe,Complete
926,,"[not completed]",Freshman,,"College of Liberal Arts and Social Sciences",,Psychology,,Female,White,,"Standard User [document writing/email/web]",Laptop,2020,13'',,"3 year",,"Built-in to my computer",Good,Other,"HP spectre x360",Own,,"Windows OS",,"Windows 10 Home",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
927,,"2020-07-27 17:06:53",Senior,,"College of Liberal Arts and Social Sciences",,"Political Science",,Female,Hispanic,,"Standard User [document writing/email/web]",Laptop,2020,13'',,"1 year",,"Built-in to my computer",Excellent,Other,"Surface pro 6",Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i5",,"16 GB","256 GB","100 GB - 500 GB",Yes,Cloud,,,"Microsoft OneDrive",,Daily,No,Yes,Yes,Yes,Yes,Yes,Samsung,,Other,"Galaxy Note 9",Yes,Fitbit,,"Fitbit Versa",,"Fully Online","Somewhat confident","< 100 Mbps",Average,"Very unlikely",Yes,Complete
928,,"2020-07-27 17:08:51",Junior,,"College of Liberal Arts and Social Sciences",,Other,"Liberal Studies",Male,"Asian American",,"Standard User [document writing/email/web]",Laptop,2020,13'',,Other,"6 months","Built-in to my computer",Excellent,Other,"HP Spectre x360",Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i7",,"16 GB","1 TB","500 GB - 1 TB",Yes,"External backup disk",WD,,,,Monthly,No,No,Yes,No,,Yes,Samsung,,"Samsung Galaxy",,No,,,,,Face-to-Face,"Somewhat confident","100 - 300 Mbps",Average,"Neither likely nor unlikely",Maybe,Complete
929,,"2020-07-27 17:06:30",Freshman,,"College of Liberal Arts and Social Sciences",,History,,Female,Hispanic,,"Standard User [document writing/email/web]",Laptop,2016,15'',,No,,"Built-in to my computer",Fair,Other,HP,Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i7",,"8 GB","128 GB","100 GB - 500 GB",Yes,Cloud,,,"Google Drive",,Weekly,No,No,Yes,No,,Yes,iPhone,,"iPhone X Series",,No,,,,,"Fully Online","Not confident","300 - 500 Mbps",Fair,"Very likely",Yes,Complete
930,,"[not completed]",Junior,,"College of Liberal Arts and Social Sciences",,"Political Science",,Female,Hispanic,,"Standard User [document writing/email/web]",Tablet,2018,13'',,No,,"Built-in to my computer",Average,"Apple Macbook Air",,Own,,"Chrome OS",,Other,"iPad ","Intel Core i9",,"16 GB","128 GB","< 100 GB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
931,,"[not completed]",Sophomore,,"College of Liberal Arts and Social Sciences",,"Modern and Classical Languages",,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2019,14'',,No,,"Built-in to my computer",Average,"Dell Inspiron 5000",,Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i5",,"8 GB","256 GB","100 GB - 500 GB",No,,,,,,,,No,No,Yes,No,Yes,Samsung,,"Samsung Galaxy",,No,,,,,Face-to-Face,"Moderately confident","300 - 500 Mbps",,,,Incomplete
932,,"2020-07-27 17:07:53",Senior,,"College of Liberal Arts and Social Sciences",,"Health and Human Performance",,Female,Hispanic,,"Standard User [document writing/email/web]",Laptop,2017,15'',,"1 year",,"Built-in to my computer",Average,"Lenovo Yoga",,Own,,"Windows OS",,"Windows 10 Pro",,"Intel Core i7",,"> 32 GB","128 GB","100 GB - 500 GB",Yes,Cloud,,,"Google Drive",,Weekly,No,No,No,No,,Yes,iPhone,,"iPhone 8",,Yes,"Apple Watch",,"Apple Watch 3",,"Fully Online",Neutral,"> 500 Mbps",Excellent,"Somewhat unlikely",Yes,Complete
933,,"2020-07-27 17:09:30","Doctoral Student (PhD)",,"College of Liberal Arts and Social Sciences",,Psychology,,Female,White,,"Standard User [document writing/email/web]",Laptop,2017,13'',,No,,"Built-in to my computer",Good,"Apple Macbook Air",,Own,,"Mac OS",,Catalina,,"Intel Core i7",,"8 GB","512 GB","100 GB - 500 GB",Yes,"External backup disk",Other,LaCie,,,Weekly,Yes,No,Yes,No,,Yes,iPhone,,"iPhone 8",,No,,,,,Hybrid/Blended,"Somewhat confident","100 - 300 Mbps",Poor,"Somewhat likely",Yes,Complete
934,,"2020-07-27 17:14:22",Junior,,"College of Liberal Arts and Social Sciences",,"Jack J. Valenti School of Communication",,Female,White,,"Standard User [document writing/email/web]",Laptop,2019,13'',,"1 year",,"Built-in to my computer",Average,Other,"HP laptop",Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i9",,"8 GB","256 GB","100 GB - 500 GB",Yes,"External backup disk",Other,"I use a flashdrive. brand varies.",,,Other,No,No,No,No,,Yes,Samsung,,"Samsung Galaxy",,No,,,,,"Fully Online","Somewhat confident","< 100 Mbps",Excellent,"Very unlikely",Yes,Complete
935,,"2020-07-27 17:12:23",Freshman,,"College of Liberal Arts and Social Sciences",,Economics,,Female,Hispanic,,"Standard User [document writing/email/web]",Laptop,2020,13'',,"1 year",,"Built-in to my computer",Good,"Apple Macbook Pro",,Own,,"Mac OS",,Other,idk,"Intel Core i5",,"4 GB","128 GB","< 100 GB",No,,,,,,,,No,No,No,,Yes,iPhone,,Other,"iPhone 7+",No,,,,,Face-to-Face,Neutral,"100 - 300 Mbps",Fair,"Somewhat likely",Yes,Complete
936,,"[not completed]",Freshman,,"College of Liberal Arts and Social Sciences",,"Communication Sciences and Disorders",,Female,White,,"Standard User [document writing/email/web]",Laptop,2015,Other,"10""",No,,"Built-in to my computer",Excellent,"Microsoft Surface",,Own,,"Windows OS",,Other,"Windows 8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
937,,"[not completed]",Freshman,,"College of Liberal Arts and Social Sciences",,Psychology,,Male,Hispanic,,"Standard User [document writing/email/web]",Laptop,2019,14'',,"1 year",,"Built-in to my computer",Good,"Microsoft Surface",,Own,,"Windows OS",,"Windows 10 Pro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
938,,"[not completed]",Senior,,"College of Liberal Arts and Social Sciences",,Psychology,,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2019,13'',,No,,"Built-in to my computer",Good,"Dell Inspiron 5000",,Own,,"Windows OS",,"Windows 10 Pro",,"Intel Core i7",,"8 GB",,"500 GB - 1 TB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
939,,"2020-07-27 17:18:26","Doctoral Student (PhD)",,"College of Liberal Arts and Social Sciences",,Psychology,,Female,White,,"Standard User [document writing/email/web]",Laptop,2017,13'',,No,,"Built-in to my computer",Good,"Apple Macbook Air",,Own,,"Mac OS",,"High Sierra",,"Intel Core i7",,"8 GB","128 GB","< 100 GB",Yes,Both,Other,"i dont know","Apple iCloud",,Other,No,No,No,No,,Yes,iPhone,,"iPhone X Series",,No,,,,,"Fully Online","Very confident","> 500 Mbps",Good,"Very unlikely",Maybe,Complete
940,,"2020-07-27 17:16:23",Senior,,"College of Liberal Arts and Social Sciences",,Psychology,,Female,"African American",,"Standard User [document writing/email/web]",Laptop,2014,14'',,No,,"Built-in to my computer",Average,"Apple Macbook Air",,Own,,"Mac OS",,Catalina,,"Intel Core i7",,"32 GB","128 GB","100 GB - 500 GB",Yes,Cloud,,,"Apple iCloud",,Weekly,Yes,Yes,Yes,No,,Yes,iPhone,,"iPhone 8",,No,,,,,"Fully Online",Neutral,"100 - 300 Mbps",Average,"Neither likely nor unlikely",Yes,Complete
941,,"[not completed]",Junior,,"College of Liberal Arts and Social Sciences",,"Communication Sciences and Disorders",,Female,Hispanic,,"Standard User [document writing/email/web]",Laptop,2018,15'',,"1 year",,"Built-in to my computer",Good,"Apple Macbook Air",,Own,,"Mac OS",,Mojave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
942,,"[not completed]",Senior,,"College of Liberal Arts and Social Sciences",,"Jack J. Valenti School of Communication",,Female,"Asian American",,"Standard User [document writing/email/web]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
943,,"2020-07-27 17:18:51",Sophomore,,"College of Liberal Arts and Social Sciences",,Psychology,,Male,"Asian American",,"Standard User [document writing/email/web]",Laptop,2019,15'',,No,,"Built-in to my computer",Good,Other,"Lenovo y540",Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i7",,"16 GB","> 1 TB","100 GB - 500 GB",No,,,,,,,,No,Yes,Yes,Yes,Yes,iPhone,,"iPhone 11",,No,,,,,Hybrid/Blended,Neutral,"100 - 300 Mbps",Average,"Somewhat likely",Maybe,Complete
944,,"[not completed]",Freshman,,"College of Liberal Arts and Social Sciences",,Sociology,,Female,Hispanic,,"Standard User [document writing/email/web]",Laptop,2015,13'',,No,,"Built-in to my computer",Average,"Apple Macbook Air",,Own,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
945,,"2020-07-27 17:20:39",Sophomore,,"College of Liberal Arts and Social Sciences",,"Political Science",,Female,Hispanic,,"Standard User [document writing/email/web]",Laptop,2014,13'',,No,,No,Poor,"Lenovo ThinkPad",,Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i9",,"4 GB","128 GB","< 100 GB",No,,,,,,,,No,No,No,,Yes,iPhone,,Other,"iphone 6s",No,,,,,"Fully Online","Not confident","100 - 300 Mbps",Average,"Somewhat likely",Maybe,Complete
946,,"2020-07-27 17:20:29",Freshman,,"College of Liberal Arts and Social Sciences",,Psychology,,Female,Hispanic,,"Standard User [document writing/email/web]",Laptop,2020,15'',,No,,"Built-in to my computer",Excellent,Other,"HP Pavillion ",Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i7",,"8 GB","1 TB","500 GB - 1 TB",No,,,,,,,,No,No,No,,Yes,iPhone,,"iPhone 11",,Yes,"Apple Watch",,"Apple Watch 3",,Face-to-Face,"Somewhat confident","300 - 500 Mbps",Good,"Neither likely nor unlikely",Maybe,Complete
947,,"2020-07-27 17:24:05",Senior,,"College of Liberal Arts and Social Sciences",,Psychology,,Female,Hispanic,,"Standard User [document writing/email/web]",Laptop,2016,13'',,No,,"Built-in to my computer",Fair,Other,HP,Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i5",,"8 GB","128 GB","< 100 GB",No,,,,,,,,No,No,No,,Yes,iPhone,,"iPhone 11",,No,,,,,"Fully Online","Very confident","100 - 300 Mbps",Good,"Very unlikely",Yes,Complete
948,,"2020-07-27 17:25:57",Senior,,"College of Liberal Arts and Social Sciences",,Psychology,,Male,"Asian American",,"Standard User [document writing/email/web]",Laptop,2017,13'',,"1 year",,"Built-in to my computer",Excellent,"Apple Macbook Pro",,Own,,"Mac OS",,Catalina,,"Intel Core i5",,"8 GB","128 GB","< 100 GB",Yes,Cloud,,,"Apple iCloud",,Monthly,No,No,No,No,,Yes,iPhone,,"iPhone X Series",,No,,,,,"Fully Online","Moderately confident","300 - 500 Mbps",Excellent,"Very unlikely",Maybe,Complete
949,,"2020-07-27 17:50:15",Sophomore,,"College of Liberal Arts and Social Sciences",,English,,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2015,13'',,No,,"Built-in to my computer",Good,"Apple Macbook Air",,Own,,"Mac OS",,Catalina,,"Intel Core i5",,"8 GB","128 GB","< 100 GB",Yes,Cloud,,,"Apple iCloud",,Weekly,No,No,Yes,No,,Yes,iPhone,,"iPhone 11",,Yes,"Apple Watch",,Other,MJ2X2LL/A,Hybrid/Blended,"Moderately confident","300 - 500 Mbps",Good,"Somewhat unlikely",Yes,Complete
950,,"[not completed]",Junior,,"College of Liberal Arts and Social Sciences",,"Communication Sciences and Disorders",,Female,White,,"Standard User [document writing/email/web]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
951,,"2020-07-27 17:33:50",Freshman,,"College of Liberal Arts and Social Sciences",,"Communication Sciences and Disorders",,Female,Hispanic,,"Standard User [document writing/email/web]",Laptop,2016,13'',,No,,"Built-in to my computer",Fair,Other,"Fujitsu lifebook",Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i5",,"8 GB","256 GB","100 GB - 500 GB",No,,,,,,,,No,No,No,,Yes,iPhone,,Other,6s,No,,,,,"Fully Online","Somewhat confident","< 100 Mbps",Good,"Neither likely nor unlikely",Yes,Complete
952,,"2020-07-27 17:26:18",Junior,,"College of Liberal Arts and Social Sciences",,"Communication Sciences and Disorders",,Female,White,,"Standard User [document writing/email/web]",Laptop,2018,15'',,No,,"Built-in to my computer",Average,Other,"Asus Chromebook",Own,,"Chrome OS",,Other,Chromebook,Other,"Chromebook ","4 GB","128 GB","< 100 GB",No,,,,,,,,No,No,No,,Yes,Samsung,,"Samsung Galaxy",,No,,,,,Hybrid/Blended,"Moderately confident","300 - 500 Mbps",Good,"Very likely",Yes,Complete
953,,"2020-07-27 17:33:02","Post-Baccalaureate (second degree)",,"College of Liberal Arts and Social Sciences",,History,,Female,White,,"Standard User [document writing/email/web]",Laptop,2017,13'',,No,,"Built-in to my computer",Fair,"Dell Inspiron 7000",,Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i5",,"8 GB","256 GB","100 GB - 500 GB",Yes,"External backup disk",WD,,,,Monthly,No,Yes,Yes,Yes,No,Yes,Google,,Other,"Google Pixel 3XL",Yes,Fitbit,,"Fitbit Versa",,"Fully Online",Neutral,"100 - 300 Mbps",Average,"Neither likely nor unlikely",Maybe,Complete
954,,"2020-07-27 17:29:57",Senior,,"College of Liberal Arts and Social Sciences",,English,,Non-binary/non-conforming,Hispanic,,"Standard User [document writing/email/web]",Laptop,2020,13'',,No,,"Built-in to my computer",Average,Other,"Acer Swift 1",Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i5",,"32 GB","128 GB","< 100 GB",No,,,,,,,,No,Yes,Yes,No,Yes,Samsung,,"Samsung Galaxy",,No,,,,,"Fully Online","Somewhat confident","100 - 300 Mbps",Good,"Very likely",Yes,Complete
