"Record ID","Survey Identifier","Survey Timestamp","Participant classification","Please enter your classification","Main department","Please write down your main department",Gender,Race/Ethnicity,"Please enter your ethnicity","What type of computer user are you?","My primary computer is a","What year was your computer purchased?","What is the size of your computer screen?","The screen size of your computer","Do you have a warranty on your computer?","Warranty on your computer","Do you have a webcam?","How would you rate your computer?","What model is your computer?","Computer model","Computer ownership","Computer ownership","What is the operating system that you use?","Operating system","Operating system version","Operating system version","Computer processor","Please write your computer processor","Computer memory size (RAM)","Computer hard disk","Current size of your data in the computer's hard disk","Do you backup the data from your computer?","What backup method do you use?","Brand of external back-up disk","Please write down the brand of external back-up disk","Brand of cloud","Please write down the brand of your cloud back-up","Backup frequency","Have you set up automatic backups?","Have you experienced a catastrophic loss of data in the last three years?","Are you familiar with the UH Microsoft 365 OneDrive for automated, incremental backups?","Do you have a secondary computer device?","Is it synced with your primary computer device?","Do you have a smartphone?","Smartphone brand","Please write down the name of your smartphone","Smartphone model","Please write down the model of your smartphone","Do you have a smartwatch?","Smartwatch brand","Please write down the name of your smartwatch","Smartwatch model","Please write down the model of your smartwatch","What is your preferred course delivery format for courses in the Fall 2020 semester?","How confident do you feel installing and configuring software (docker containers, VPN, backup software, and others) by yourself on your computer?","Speed of your home Internet","Given your online course experience from Spring 2020, how reliable has your Internet connectivity been overall?","If you were provided adequate IT support to setup your primary computers with needed coursework software, how likely would you use the on campus Computer Labs in a future semester?","Would it be beneficial for IT personnel to have office hours (like a help desk) to assist you with with course-related software issues, general computer systems issues, and other related challenges?",Complete?
324,,"2020-06-22 15:10:42",Sophomore,,"Biology and Biochemistry",,Female,"African American",,"Standard User [document writing/email/web]",Laptop,2020,13'',,"1 year",,"Built-in to my computer",Good,"Microsoft Surface",,Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i5",,"8 GB","128 GB","< 100 GB",Yes,Cloud,,,"Microsoft OneDrive",,Weekly,Yes,No,Yes,Yes,Yes,Yes,iPhone,,"iPhone X Series",,No,,,,,Hybrid/Blended,Neutral,"> 500 Mbps",Average,"Somewhat unlikely",Maybe,Complete
325,,"[not completed]",Sophomore,,"Computer Science",,Male,"Asian American",,"Standard User [document writing/email/web]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
326,,"2020-06-22 14:40:10","Post-Baccalaureate (non-degree option)",,"Biology and Biochemistry",,"Prefer Not to Say","Prefer Not to Say",,"Standard User [document writing/email/web]",Desktop,2018,15'',,No,,"Built-in to my computer",Good,"Apple Macbook Pro",,Own,,"Mac OS",,Catalina,,"Intel Core i7",,"16 GB","256 GB","100 GB - 500 GB",No,,,,,,,,No,Yes,No,,Yes,iPhone,,"iPhone 8",,Yes,"Apple Watch",,"Apple Watch 4",,"Fully Online","Moderately confident","100 - 300 Mbps",Average,"Very unlikely",Maybe,Complete
327,,"2020-06-22 14:40:52",Senior,,"Computer Science",,Female,"Asian American",,"Power User [... plus programming/analytics]",Laptop,2018,17'',,No,,"Built-in to my computer",Average,Other,"ASUS Zenbook UX510W",Own,,Other,"Ubuntu/Win10 Dual Boot","Windows 10 Home",,"Intel Core i7",,"16 GB","512 GB","100 GB - 500 GB",No,,,,,,,,No,Yes,No,,Yes,Samsung,,"Samsung Galaxy",,No,,,,,Face-to-Face,"Very confident","< 100 Mbps",Poor,"Somewhat unlikely",No,Complete
328,,"2020-06-22 15:02:59",Senior,,"Biology and Biochemistry",,"Prefer Not to Say","Prefer Not to Say",,"Standard User [document writing/email/web]",Laptop,2017,13'',,No,,"Built-in to my computer",Excellent,"Lenovo Yoga",,Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i5",,"8 GB","256 GB","100 GB - 500 GB",Yes,Cloud,,,"Microsoft OneDrive",,Monthly,Yes,No,Yes,Yes,No,Yes,iPhone,,Other,"iPhone 6",No,,,,,Face-to-Face,"Very confident","100 - 300 Mbps",Average,"Neither likely nor unlikely",Maybe,Complete
329,,"2020-06-22 14:44:12",Freshman,,"Computer Science",,Male,Hispanic,,"Power User [... plus programming/analytics]",Laptop,2019,15'',,"1 year",,"Built-in to my computer",Excellent,Other,"HP Spectre x360 15",Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i7",,"16 GB","256 GB","100 GB - 500 GB",No,,,,,,,,No,Yes,Yes,No,Yes,Other,Huawei,Other,"Mate 10 Pro",No,,,,,Hybrid/Blended,"Very confident","100 - 300 Mbps",Excellent,"Very unlikely",Yes,Complete
330,,"[not completed]",Sophomore,,"Biology and Biochemistry",,Male,"Asian American",,"Standard User [document writing/email/web]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
331,,"[not completed]",Junior,,Mathematics,,Female,White,,"Standard User [document writing/email/web]",Laptop,2016,Other,"12""",No,,"Built-in to my computer",Excellent,"Apple Macbook Air",,Own,,"Mac OS",,Other,Sierra,Other,"Intel Core m3","8 GB","256 GB","100 GB - 500 GB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
332,,"[not completed]",Sophomore,,"Computer Science",,Male,"Asian American",,"Standard User [document writing/email/web]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
333,,"[not completed]",Junior,,"Biology and Biochemistry",,Male,"Asian American",,"Standard User [document writing/email/web]",Laptop,2016,14'',,No,,"Built-in to my computer",Excellent,Other,"HP Spectre",Own,,"Windows OS",,"Windows 10 Home",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
334,,"[not completed]",Freshman,,"Biology and Biochemistry",,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2014,13'',,No,,"Built-in to my computer",Excellent,"Apple Macbook Air",,Own,,"Mac OS",,Mojave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
335,,"[not completed]",Junior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
336,,"2020-06-22 14:53:51",Sophomore,,"Biology and Biochemistry",,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2019,14'',,No,,"Built-in to my computer",Excellent,"Microsoft Surface",,Own,,"Windows OS",,"Windows 10 Pro",,"Intel Core i5",,"8 GB","256 GB","< 100 GB",No,,,,,,,,No,Yes,No,,Yes,iPhone,,"iPhone X Series",,No,,,,,Face-to-Face,Neutral,"100 - 300 Mbps",Good,"Somewhat unlikely",Yes,Complete
337,,"2020-06-22 14:55:23",Sophomore,,Mathematics,,Male,Hispanic,,"Standard User [document writing/email/web]",Laptop,2018,17'',,"1 year",,"Built-in to my computer",Excellent,"Apple Macbook Pro",,Own,,"Mac OS",,"High Sierra",,"Intel Core i7",,"16 GB","512 GB","100 GB - 500 GB",Yes,Cloud,,,"Apple iCloud",,Weekly,Yes,No,Yes,Yes,No,Yes,iPhone,,"iPhone 8",,Yes,"Apple Watch",,"Apple Watch 5",,Hybrid/Blended,"Very confident","100 - 300 Mbps",Excellent,"Very likely",Yes,Complete
338,,"2020-06-22 14:52:30",Senior,,"Biology and Biochemistry",,Male,"Asian American",,"Standard User [document writing/email/web]",Laptop,2015,13'',,No,,"Built-in to my computer",Good,"Apple Macbook Pro",,Own,,"Mac OS",,Catalina,,"Intel Core i9",,"16 GB","128 GB","100 GB - 500 GB",Yes,Cloud,,,"Apple iCloud",,Other,No,No,No,No,,Yes,iPhone,,"iPhone X Series",,Yes,"Apple Watch",,"Apple Watch 4",,"Fully Online",Neutral,"< 100 Mbps",Average,"Very unlikely",Maybe,Complete
339,,"[not completed]",Freshman,,"Biology and Biochemistry",,Female,White,,"Standard User [document writing/email/web]",Laptop,2019,13'',,"1 year",,"Built-in to my computer",Average,"Apple Macbook Pro",,Own,,"Mac OS",,Catalina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
340,,"2020-06-22 14:59:31",Freshman,,"Biology and Biochemistry",,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2015,15'',,No,,"Built-in to my computer",Good,"Apple Macbook Pro",,Own,,"Mac OS",,Catalina,,"Intel Core i7",,"16 GB","256 GB","< 100 GB",No,,,,,,,,No,No,No,,Yes,iPhone,,"iPhone 11",,Yes,"Apple Watch",,"Apple Watch 5",,Face-to-Face,Neutral,"< 100 Mbps",Fair,"Neither likely nor unlikely",Maybe,Complete
341,,"2020-06-22 14:55:44",Sophomore,,"Computer Science",,Male,Hispanic,,"Power User [... plus programming/analytics]",Laptop,2019,13'',,"1 year",,"Built-in to my computer",Good,"Microsoft Surface",,Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i9",,"8 GB","128 GB","< 100 GB",No,,,,,,,,No,No,No,,Yes,iPhone,,"iPhone 8",,No,,,,,Hybrid/Blended,Neutral,"100 - 300 Mbps",Average,"Somewhat likely",Yes,Complete
342,,"2020-06-22 14:58:21","Doctoral Student (PhD)",,"Biology and Biochemistry",,Male,"International (visa holders)",,"Standard User [document writing/email/web]",Desktop,2014,15'',,No,,"Built-in to my computer",Fair,Other,"Dell Inspiron 3542",Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i5",,"8 GB","1 TB","100 GB - 500 GB",Yes,Both,WD,,"Microsoft OneDrive",,Daily,Yes,No,Yes,Yes,No,Yes,Other,Motorola,Other,"G5 plus",No,,,,,"Fully Online","Moderately confident","< 100 Mbps",Good,"Very likely",Yes,Complete
343,,"2020-06-22 15:05:09","Doctoral Student (PhD)",,"Biology and Biochemistry",,Female,White,,"Power User [... plus programming/analytics]",Laptop,2019,15'',,No,,"Built-in to my computer",Good,"Dell Inspiron 5000",,Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i7",,"8 GB","1 TB","100 GB - 500 GB",Yes,Both,Seagate,,"Google Drive",,Daily,Yes,Yes,Yes,Yes,Yes,Yes,iPhone,,"iPhone 8",,No,,,,,Hybrid/Blended,"Very confident","> 500 Mbps",Good,"Very unlikely",Maybe,Complete
344,,"[not completed]",Freshman,,"Biology and Biochemistry",,Female,"Prefer Not to Say",,"Standard User [document writing/email/web]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
345,,"2020-06-22 15:12:31",Freshman,,"Computer Science",,Male,White,,"Power User [... plus programming/analytics]",Laptop,2016,13'',,No,,"Built-in to my computer",Average,"Apple Macbook Air",,Own,,"Mac OS",,"High Sierra",,"Intel Core i5",,"8 GB","128 GB","< 100 GB",Yes,Cloud,,,"Google Drive",,Monthly,Yes,No,Yes,Yes,No,Yes,Samsung,,"Samsung Galaxy",,No,,,,,Face-to-Face,"Very confident","100 - 300 Mbps",Good,"Somewhat likely",No,Complete
346,,"2020-06-22 15:17:30",Freshman,,"Biology and Biochemistry",,Female,Other,"Middle Eastern ","Standard User [document writing/email/web]",Laptop,2016,13'',,No,,"Built-in to my computer",Excellent,"Apple Macbook Air",,Own,,"Mac OS",,Mojave,,"Intel Core i5",,"8 GB","128 GB","100 GB - 500 GB",No,,,,,,,,No,No,No,,Yes,iPhone,,"iPhone 11",,No,,,,,Hybrid/Blended,"Very confident","100 - 300 Mbps",Good,"Very likely",Yes,Complete
347,,"2020-06-22 15:19:58","Doctoral Student (PhD)",,"Biology and Biochemistry",,Male,"Prefer Not to Say",,"Power User [... plus programming/analytics]",Laptop,2018,15'',,"3 year",,"Built-in to my computer",Good,Other,"HP Envy",Own,,"Windows OS",,"Windows 10 Home",,"AMD Ryzen",,"8 GB","128 GB","100 GB - 500 GB",Yes,"External backup disk",Seagate,,,,Weekly,No,Yes,Yes,No,,Yes,Samsung,,Other,"Galaxy S8",No,,,,,Face-to-Face,"Very confident","< 100 Mbps",Poor,"Very likely",Yes,Complete
348,,"2020-06-22 15:16:08",Junior,,"Biology and Biochemistry",,Female,"International (visa holders)",,"Standard User [document writing/email/web]",Laptop,2018,14'',,No,,"Built-in to my computer",Good,"Microsoft Surface",,Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i5",,"8 GB","256 GB","100 GB - 500 GB",No,,,,,,,,No,No,No,,Yes,iPhone,,"iPhone 11",,No,,,,,Hybrid/Blended,"Somewhat confident","100 - 300 Mbps",Average,"Somewhat likely",Yes,Complete
349,,"2020-06-22 15:16:37",Freshman,,"Biology and Biochemistry",,Male,White,,"Power User [... plus programming/analytics]",Laptop,2016,15'',,No,,"Built-in to my computer",Average,Other,"Acer Aspire",Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i5",,"16 GB","256 GB","100 GB - 500 GB",No,,,,,,,,No,No,No,,Yes,Samsung,,"Samsung Galaxy",,No,,,,,Face-to-Face,"Moderately confident","< 100 Mbps",Average,"Neither likely nor unlikely",Maybe,Complete
350,,"2020-06-22 15:17:51",Senior,,"Computer Science",,Female,Hispanic,,"Power User [... plus programming/analytics]",Laptop,2017,13'',,"3 year",,"Built-in to my computer",Good,Other,"HP Envy",Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i7",,"32 GB","1 TB","100 GB - 500 GB",Yes,Cloud,,,"Google Drive",,Weekly,Yes,No,Yes,No,,Yes,Samsung,,"Samsung Galaxy",,No,,,,,Hybrid/Blended,"Very confident","300 - 500 Mbps",Good,"Neither likely nor unlikely",Yes,Complete
351,,"2020-06-22 15:21:23",Sophomore,,Mathematics,,Female,Hispanic,,"Standard User [document writing/email/web]",Laptop,2016,13'',,No,,"Built-in to my computer",Good,"Apple Macbook Air",,Own,,"Mac OS",,Catalina,,"Intel Core i5",,"8 GB","128 GB","100 GB - 500 GB",Yes,Cloud,,,"Apple iCloud",,Other,Yes,No,Yes,No,,Yes,iPhone,,"iPhone 11",,No,,,,,Face-to-Face,"Somewhat confident","100 - 300 Mbps",Good,"Very unlikely",Maybe,Complete
352,,"[not completed]",Freshman,,"Biology and Biochemistry",,Female,White,,"Standard User [document writing/email/web]",Laptop,2016,15'',,No,,"Built-in to my computer",Good,"Apple Macbook Pro",,Own,,"Mac OS",,Mojave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
353,,"2020-06-22 15:28:43","Doctoral Student (PhD)",,Physics,,Female,"International (visa holders)",,"Standard User [document writing/email/web]",Laptop,2016,13'',,No,,"Built-in to my computer",Average,Other,"ASUS U3000",Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i7",,"8 GB","512 GB","100 GB - 500 GB",Yes,Both,Other,Kingston,"Google Drive",,Other,No,No,No,No,,Yes,iPhone,,"iPhone 8",,No,,,,,"Fully Online","Very confident","300 - 500 Mbps",Good,"Very likely",Yes,Complete
354,,"[not completed]",Freshman,,Mathematics,,Female,White,,"Standard User [document writing/email/web]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
355,,"[not completed]",Junior,,"Biology and Biochemistry",,Male,"Asian American",,"Standard User [document writing/email/web]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
356,,"[not completed]",Junior,,"Biology and Biochemistry",,Male,"Asian American",,"Standard User [document writing/email/web]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
357,,"2020-06-22 15:32:22",Junior,,"Computer Science",,Female,"Asian American",,"Power User [... plus programming/analytics]",Laptop,2015,13'',,No,,"Built-in to my computer",Good,"Apple Macbook Pro",,Own,,"Mac OS",,Catalina,,"Intel Core i5",,"4 GB","256 GB","100 GB - 500 GB",Yes,Cloud,,,"Apple iCloud",,Monthly,No,No,No,No,,Yes,iPhone,,"iPhone X Series",,Yes,"Apple Watch",,Other,"Apple Watch series 1","Fully Online","Very confident","300 - 500 Mbps",Good,"Somewhat likely",Yes,Complete
358,,"[not completed]",Freshman,,Other,"Honors Biomedical Sciences",Female,White,,"Standard User [document writing/email/web]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
359,,"2020-06-22 15:31:35",Sophomore,,"Computer Science",,Female,Hispanic,,"Power User [... plus programming/analytics]",Laptop,2015,13'',,No,,"Built-in to my computer",Excellent,"Apple Macbook Air",,Own,,"Mac OS",,Catalina,,"Intel Core i7",,"8 GB","128 GB","< 100 GB",Yes,Cloud,,,"Apple iCloud",,Daily,Yes,Yes,No,No,,Yes,iPhone,,Other,"iPhone 7 Plus",No,,,,,"Fully Online","Very confident","> 500 Mbps",Excellent,"Very likely",Yes,Complete
360,,"2020-06-22 15:39:43",Freshman,,"Biology and Biochemistry",,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2019,13'',,"1 year",,"Built-in to my computer",Good,"Apple Macbook Air",,Own,,"Mac OS",,Other,???,"Intel Core i5",,"8 GB","256 GB","< 100 GB",Yes,Cloud,,,"Google Drive",,Weekly,No,No,No,No,,Yes,iPhone,,"iPhone 11",,Yes,"Apple Watch",,"Apple Watch 5",,Hybrid/Blended,Neutral,"100 - 300 Mbps",Average,"Neither likely nor unlikely",Yes,Complete
361,,"2020-06-22 15:38:38",Senior,,Mathematics,,Male,Hispanic,,"Standard User [document writing/email/web]",Tablet,2020,Other,"10.5 inch","1 year",,"Built-in to my computer",Good,"Microsoft Surface",,Own,,"Windows OS",,"Windows 10 Home",,Other,"Intel Pentium Gold 4425Y","4 GB","128 GB","< 100 GB",Yes,Cloud,,,"Microsoft OneDrive",,Daily,Yes,No,Yes,No,,Yes,iPhone,,Other,"iPhone 7",No,,,,,Hybrid/Blended,"Moderately confident","< 100 Mbps",Good,"Neither likely nor unlikely",Maybe,Complete
362,,"2020-06-22 15:38:56",Sophomore,,Chemistry,,Male,White,,"Standard User [document writing/email/web]",Desktop,2018,Other,27,No,,No,Excellent,Other,"Custom Intel",Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i7",,"16 GB","1 TB","500 GB - 1 TB",No,,,,,,,,No,No,Yes,No,Yes,iPhone,,Other,"iPhone 6",No,,,,,Hybrid/Blended,"Very confident","100 - 300 Mbps",Good,"Somewhat unlikely",Maybe,Complete
363,,"[not completed]",Sophomore,,"Biology and Biochemistry",,Male,"Asian American",,"Standard User [document writing/email/web]",Laptop,2017,15'',,No,,"Built-in to my computer",Fair,Other,"HP Envy",Own,,"Windows OS",,"Windows 10 Pro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
364,,"2020-06-22 15:41:23",Sophomore,,"Biology and Biochemistry",,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2019,13'',,No,,"Built-in to my computer",Excellent,"Apple Macbook Air",,Own,,"Mac OS",,Mojave,,"Intel Core i7",,"8 GB","256 GB","100 GB - 500 GB",No,,,,,,,,No,Yes,Yes,No,Yes,iPhone,,Other,"iphone 7 plus",Yes,"Apple Watch",,"Apple Watch 4",,Hybrid/Blended,Neutral,"100 - 300 Mbps",Good,"Somewhat unlikely",Maybe,Complete
365,,"[not completed]",Freshman,,"Earth and Atmospheric Sciences",,Male,Hispanic,,"Standard User [document writing/email/web]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
366,,"[not completed]","Masters Student (MS)",,"Computer Science",,Male,"International (visa holders)",,"Power User [... plus programming/analytics]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
367,,"2020-06-22 16:04:16","Post-Baccalaureate (non-degree option)",,"Biology and Biochemistry",,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2017,13'',,"1 year",,"Built-in to my computer",Excellent,"Apple Macbook Air",,Own,,"Mac OS",,Catalina,,"Intel Core i7",,"16 GB","128 GB","< 100 GB",No,,,,,,,,No,Yes,Yes,No,Yes,iPhone,,"iPhone 8",,No,,,,,"Fully Online","Somewhat confident","300 - 500 Mbps",Excellent,"Very unlikely",Yes,Complete
368,,"2020-06-22 16:08:48",Junior,,"Biology and Biochemistry",,Male,"African American",,"Standard User [document writing/email/web]",Laptop,2019,15'',,"1 year",,"Built-in to my computer",Average,Other,"Acer Aspire E5",Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i5",,"8 GB","256 GB","100 GB - 500 GB",No,,,,,,,,No,Yes,No,,No,,,,,No,,,,,Face-to-Face,"Moderately confident","< 100 Mbps",Average,"Somewhat likely",Yes,Complete
369,,"2020-06-22 16:15:18","Doctoral Student (PhD)",,"Computer Science",,Female,"International (visa holders)",,"Power User [... plus programming/analytics]",Laptop,2019,15'',,"1 year",,"Built-in to my computer",Fair,Other,HP,Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i7",,"8 GB","512 GB","< 100 GB",Yes,"External backup disk",Other,Transcend,,,Weekly,No,Yes,Yes,No,,Yes,iPhone,,Other,6s,No,,,,,"Fully Online","Moderately confident","< 100 Mbps",Fair,"Very unlikely",Yes,Complete
370,,"2020-06-22 16:09:20",Junior,,"Earth and Atmospheric Sciences",,Female,Hispanic,,"Standard User [document writing/email/web]",Laptop,2015,13'',,No,,"Built-in to my computer",Average,"Apple Macbook Pro",,Own,,"Mac OS",,Catalina,,"Intel Core i5",,"8 GB","256 GB","< 100 GB",No,,,,,,,,Yes,No,No,,Yes,iPhone,,Other,"iPhone 6s",No,,,,,Hybrid/Blended,"Somewhat confident","100 - 300 Mbps",Fair,"Neither likely nor unlikely",Maybe,Complete
371,,"[not completed]",Senior,,Chemistry,,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2019,15'',,No,,"Built-in to my computer",Good,"Dell Inspiron 3000",,Own,,"Chrome OS",,"Windows 10 Home",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
372,,"2020-06-22 16:16:13","Doctoral Student (PhD)",,"Computer Science",,Male,Other,Arab,"Power User [... plus programming/analytics]",Desktop,2015,Other,"3 screens - 24"" x 32"" x 24""",No,,External,Excellent,Other,"custom built",Own,,Other,"Fedora (Linux)",Other,32,"Intel Core i7",,"32 GB","512 GB","< 100 GB",No,,,,,,,,No,Yes,Yes,No,Yes,Other,Asus,Other,"Asus ROG Phone 2",Yes,Fitbit,,Other,"Fitbit Blaze","Fully Online","Very confident","> 500 Mbps",Excellent,"Very unlikely",No,Complete
373,,"2020-06-22 16:20:04",Junior,,"Biology and Biochemistry",,Female,"Asian American",,"Standard User [document writing/email/web]",Laptop,2018,14'',,No,,"Built-in to my computer",Average,Other,"Lenovo Ideapad",Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i5",,"8 GB","128 GB","< 100 GB",Yes,Cloud,,,"Microsoft OneDrive",,Daily,No,Yes,Yes,No,,Yes,iPhone,,Other,"Iphone 6s",Yes,Fitbit,,"Fitbit Versa",,Hybrid/Blended,"Somewhat confident","< 100 Mbps",Fair,"Somewhat likely",Maybe,Complete
374,,"2020-06-22 16:27:05","Doctoral Student (PhD)",,"Biology and Biochemistry",,Female,"African American",,"Standard User [document writing/email/web]",Laptop,2019,14'',,"3 year",,"Built-in to my computer",Excellent,Other,ASUS,Own,,"Windows OS",,"Windows 10 Home",,Other,"Intel(R) Celeron(R)","4 GB","128 GB","< 100 GB",Yes,"External backup disk",WD,,,,Monthly,No,No,Yes,Yes,Yes,Yes,Samsung,,"Samsung Galaxy",,Yes,Fitbit,,"Fitbit Versa",,Hybrid/Blended,"Somewhat confident","300 - 500 Mbps",Good,"Somewhat likely",Yes,Complete
375,,"2020-06-22 16:21:02","Masters Student (MS)",,"Earth and Atmospheric Sciences",,Male,White,,"Power User [... plus programming/analytics]",Laptop,2016,17'',,No,,"Built-in to my computer",Good,Other,"Lenovo Legion Y520",Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i7",,"8 GB","256 GB","100 GB - 500 GB",Yes,"External backup disk",WD,,,,Monthly,No,No,Yes,Yes,No,Yes,iPhone,,Other,"Iphone 6+",No,,,,,Hybrid/Blended,"Very confident","100 - 300 Mbps",Excellent,"Very likely",Yes,Complete
376,,"2020-06-22 16:30:41",Junior,,"Biology and Biochemistry",,Female,Other,Asian/Hispanic/White,"Standard User [document writing/email/web]",Laptop,2017,13'',,No,,"Built-in to my computer",Average,"Apple Macbook Air",,Own,,"Mac OS",,"Windows 10 Home",,"Intel Core i9",,"32 GB","256 GB","100 GB - 500 GB",Yes,Both,Other,NA,"Apple iCloud",,Monthly,Yes,No,Yes,No,,Yes,iPhone,,"iPhone X Series",,Yes,"Apple Watch",,"Apple Watch 4",,"Fully Online","Very confident","300 - 500 Mbps",Good,"Neither likely nor unlikely",Maybe,Complete
377,,"2020-06-22 16:32:44",Junior,,Mathematics,,Female,Hispanic,,"Power User [... plus programming/analytics]",Laptop,2018,13'',,No,,"Built-in to my computer",Excellent,"Microsoft Surface",,Own,,"Windows OS",,"Windows 10 Pro",,"Intel Core i5",,"8 GB","256 GB","100 GB - 500 GB",Yes,"External backup disk",Seagate,,,,Other,Yes,No,Yes,Yes,No,Yes,iPhone,,"iPhone X Series",,No,,,,,"Fully Online","Very confident","< 100 Mbps",Average,"Very likely",Yes,Complete
378,,"2020-06-22 16:33:13",Junior,,"Biology and Biochemistry",,Male,"African American",,"Power User [... plus programming/analytics]",Laptop,2019,15'',,No,,"Built-in to my computer",Excellent,"Dell Inspiron 7000",,Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i7",,"16 GB","512 GB","100 GB - 500 GB",No,,,,,,,,Yes,Yes,Yes,No,Yes,Google,,Other,"Moto G6 play",No,,,,,Hybrid/Blended,"Moderately confident","> 500 Mbps",Average,"Somewhat unlikely",No,Complete
379,,"[not completed]",Freshman,,"Biology and Biochemistry",,Female,White,,"Standard User [document writing/email/web]",Laptop,2017,15'',,No,,"Built-in to my computer",Excellent,"Apple Macbook Pro",,Own,,"Mac OS",,Catalina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete
380,,"2020-06-22 16:40:35",Senior,,Mathematics,,Male,White,,"Standard User [document writing/email/web]",Desktop,2019,Other,27,"1 year",,No,Excellent,Other,"Alienware Aurora R9",Own,,"Windows OS",,"Windows 10 Home",,"Intel Core i7",,"> 32 GB","> 1 TB","100 GB - 500 GB",No,,,,,,,,No,Yes,Yes,No,Yes,Other,Motorola,Other,"Moto G5 plus",No,,,,,Face-to-Face,"Moderately confident","< 100 Mbps",Good,"Somewhat unlikely",Yes,Complete
